id,predicted_answer,correct_answer,result,time_cost
42-0018,C,A,False,1.9815950393676758
42-0019,D,B,False,1.9880797863006592
42-0020,,A,False,1.0289385318756104
42-0021,B,B,True,23.222102165222168
42-0022,A,D,False,2.060741662979126
38-0007,B,B,True,1.5903918743133545
38-0008,C,D,False,1.1907410621643066
38-0009,C,C,True,1.1929161548614502
38-0010,B,C,False,1.5888769626617432
38-0011,C,C,True,1.5462541580200195
38-0012,D,B,False,1.192723274230957
38-0013,D,D,True,1.9878294467926025
38-0014,D,D,True,1.822298288345337
38-0015,D,D,True,1.5403492450714111
38-0016,A,A,True,2.0836164951324463
38-0017,A,D,False,1.5443696975708008
38-0018,A,C,False,80.51512432098389
38-0019,D,D,True,2.5836663246154785
36-0007,B,B,True,1.553546667098999
36-0008,C,A,False,1.1849408149719238
36-0009,C,A,False,132.25916934013367
36-0010,B,D,False,1.1905200481414795
36-0011,B,B,True,1.18756103515625
36-0012,A,D,False,1.5874178409576416
36-0013,A,C,False,1.7797327041625977
36-0014,B,B,True,1.5474843978881836
36-0015,C,D,False,5.901524543762207
36-0016,B,A,False,1.4256250858306885
36-0017,D,D,True,2.581225633621216
36-0018,A,A,True,42.397310733795166
36-0019,D,B,False,2.0597140789031982
36-0020,D,D,True,1.191131591796875
